Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp
Jay Mata Di General Store,"C-116, Street Number 13, C-116, Mayur Nagar, Musakhedi, Indore, Madhya Pradesh 452001","C-116, Street Number 13",C-116,Boutique,095847 94268,"095847 94268, +91 95847 94268",YES,1,5,https://search.google.com/local/reviews?placeid=ChIJXcqs9GLjYjkROK96rn2K8tM&q=boutiques+in+musakhedi++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15272421558769594168,22.6925405,75.905756,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fOAyE2VO_fHnmqKxASD3NQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=334.756&pitch=0&thumbfov=100,15272421558769594168,ChIJXcqs9GLjYjkROK96rn2K8tM,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
SHREE SAI BUTIQUE,"Gali Number 6, near mast malung, Mayur Nagar, Musakhedi, Indore, Madhya Pradesh 452001",Gali Number 6,near mast malung,Custom tailor,095891 43525,"095891 43525, +91 95891 43525",YES,5,5,https://search.google.com/local/reviews?placeid=ChIJZ-pLQU3jYjkRaAyRTII6j-A&q=boutiques+in+musakhedi++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16181216317470215272,22.693750899999998,75.9033858,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5fPaLSGNki4bBQpdiHVzhT7CM9iCY8op2-wBzJJif8coygck4085ipJq-Lmjd7cQDX7IXoCP_ec8XxWI1WizZZAzuYMmDTVpvXqMpONatdEk8I7uJ3WVeMXNE614eKT_vy7xq=w92-h92-k-no,16181216317470215272,ChIJZ-pLQU3jYjkRaAyRTII6j-A,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Nisha & Jagat,"NISHA & JAGAT, 16/1/1 Sarju Prasad Marg, Dhakkan wala kuan Between Hans Travels & Hotel Rajshahi, Plot No.16-1, Banwari Lal Jaju Marg, South Tukoganj, Indore, Madhya Pradesh 452001","NISHA & JAGAT, 16/1/1 Sarju Prasad Marg, Dhakkan wala kuan Between Hans Travels & Hotel Rajshahi","Plot No.16-1, Banwari Lal Jaju Marg","Designer Clothing Store,Bridal shop,Clothing store,Dressmaker,Fashion designer",098266 18000,"098266 18000, +91 98266 18000",NO,115,4.8,https://search.google.com/local/reviews?placeid=ChIJj2yGnzj9YjkRy7gVEu4wOkE&q=boutiques+in+musakhedi++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4700122960178297035,22.7177072,75.878765,,,"Wednesday:[11:30 am–9 pm], Thursday:[11:30 am–9 pm], Friday:[11:30 am–9 pm], Saturday:[11:30 am–9 pm], Sunday:[Closed], Monday:[11:30 am–9 pm], Tuesday:[11:30 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMx-3p0-OycjKyF_3JXXSwkj_-iEzAEib-NI-yGUiW0H57tnfCk15AqCETpQcseHtiCQnuSsCs-4PjyL8nHaIimtZM6crdYiYSpNsM0fTc1ua5QvhQTw-TR2j31wLhi2Yg87MQqg=w108-h92-k-no,4700122960178297035,ChIJj2yGnzj9YjkRy7gVEu4wOkE,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Rivaazz The Fashion House,"26/1, Near 56 Dukan, Chain Singh Ka Bagicha, New Palasia, Indore, Madhya Pradesh 452001",26/1,"Near 56 Dukan, Chain Singh Ka Bagicha, New Palasia","Women's clothing store,Boutique",080856 44919,"080856 44919, +91 80856 44919",YES,333,4.7,https://search.google.com/local/reviews?placeid=ChIJ0ZxHpjj9YjkRbVPHGLX4wOY&q=boutiques+in+musakhedi++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16627563280940356461,22.725843899999997,75.88417299999999,http://www.rivaazz.com/,rivaazz.com,"Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm], Tuesday:[11 am–9:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYlQUo55sg1v51FeJuY9oVaUjnUcZxFbbBi4eCGT9iNw3ASNzVoQODWwaWh-PRNk-tPELwwSqQ5NdqDsu8B7iw22y726zBEsycTqokhYFlJQiV7EktHqiwCgLtwpI7qN3pPsvR4A=w80-h112-k-no,16627563280940356461,ChIJ0ZxHpjj9YjkRbVPHGLX4wOY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Pushpak Collection,"50, Janki Nagar Main , Street No. 3, Jain Sthanak Lane, near Ramesh and Ramesh Club, Navlakha, Indore, Madhya Pradesh 452001","50, Janki Nagar Main , Street No. 3, Jain Sthanak Lane",near Ramesh and Ramesh Club,"Women's clothing store,Boutique,Clothing alteration service,Clothing store,Clothing wholesale market place,Clothing wholesaler,Clothing Accessories Store,Jeweler",094250 52565,"094250 52565, +91 94250 52565",YES,166,4.9,https://search.google.com/local/reviews?placeid=ChIJmSkLYOD8YjkRLmAh7lo-Jw8&q=boutiques+in+musakhedi++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1091909994923778094,22.6988941,75.8753921,https://pushpakcollection.com/,pushpakcollection.com,"Wednesday:[10 am–8 pm], Thursday:[10 am–8 pm], Friday:[10 am–8 pm], Saturday:[10 am–8 pm], Sunday:[10 am–8 pm], Monday:[10 am–8 pm], Tuesday:[10 am–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyIsZfNzfoNOa4PJzvi3IRWjuWvwEiDbvgyPOipcIFJob2yFdxHTNKG3M6AAEnBfGwICtUS_EnJfcf343GZkZzGpLtMErwsqeE3TwNgEfnbobuGPPxxu-cIKaOeFf08-jpeMDydA=w80-h142-k-no,1091909994923778094,ChIJmSkLYOD8YjkRLmAh7lo-Jw8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Juweriya Fashion,"16, Tilak Nagar Main Rd, Vinoba Nagar, Indore, Madhya Pradesh 452018","16, Tilak Nagar Main Rd",Vinoba Nagar,Designer Clothing Store,093439 88806,"093439 88806, +91 93439 88806",YES,16,4.8,https://search.google.com/local/reviews?placeid=ChIJdfOR_O79YjkR9JDQiO5h81A&q=boutiques+in+musakhedi++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5833113619500404980,22.7208918,75.8951388,https://juweriyafashion.com/,juweriyafashion.com,"Wednesday:[11 am–6 pm], Thursday:[11 am–6 pm], Friday:[11 am–6 pm], Saturday:[11 am–6 pm], Sunday:[Closed], Monday:[11 am–6 pm], Tuesday:[11 am–6 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFm3DJUybKvJufQ2CYUxH9fmRx9DXxNoCjDnCxYVcIk7GcGsV6o0FRouB0yEDZdhwdWMolfsdtnp1tEYkd1Xdg4n5S8Xoz7ahv7taoOE4EbJEdyNshbWyoIfs1psRlQyj6QDSqZrm4fyaSc=w122-h92-k-no,5833113619500404980,ChIJdfOR_O79YjkR9JDQiO5h81A,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Kuldevi garments indore,"01, Musakhedi Main Rd, Musakhedi, Indore, Madhya Pradesh 452001","01, Musakhedi Main Rd",Musakhedi,Clothing store,3t9NaozPCbWWseMPjYjt8Qs,,YES,13,3.8,https://search.google.com/local/reviews?placeid=ChIJC0DbRgD9YjkRz-O-hBc5nd8&q=boutiques+in+musakhedi++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16113097814975636431,22.697094,75.89144,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kV1MKDBLNVLvfaDlUnMDbg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=196.64664&pitch=0&thumbfov=100,16113097814975636431,ChIJC0DbRgD9YjkRz-O-hBc5nd8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Vaibhav Boutique,"Ram Baug, 205, Tilak Path Rd, Tilak Path, Chauraha, Indore, Madhya Pradesh 452001",Ram Baug,"205, Tilak Path Rd",Boutique,099260 92700,"099260 92700, +91 99260 92700",YES,328,4.9,https://search.google.com/local/reviews?placeid=ChIJoTd_PHT9YjkR5f5k2rMdpCo&q=boutiques+in+musakhedi++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3072613504073924325,22.7221106,75.8570572,,,"Wednesday:[10 am–9 pm], Thursday:[10 am–9 pm], Friday:[10 am–9 pm], Saturday:[10 am–9 pm], Sunday:[Closed], Monday:[10 am–9 pm], Tuesday:[10 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGRajpgQzfPzUTZQZBwcVPiMebdesA0vD40PfEqsxMTvReeiwiplZ-vJdmCsNNNLiJGG9SFDxiEyRY7ekkuIKD2PjON4PJB12eIzjyR8U8N8tEIUfrYGuRqIRbcGrpOAvxXR_yvdXg5lhn=w80-h106-k-no,3072613504073924325,ChIJoTd_PHT9YjkR5f5k2rMdpCo,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Banaras Boutique,"Sch No, 94, 130 Hb, Ida Colony, Musakhedi, Indore, Madhya Pradesh 452001",Sch No,"94, 130 Hb",Clothing store,3t9NaozPCbWWseMPjYjt8Qs,,NO,,,,https://www.google.com/maps?cid=4974893133932358316,22.6905057,75.89204339999999,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YmePBWaMse2-t-AGOOV7yw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=52.081104&pitch=0&thumbfov=100,4974893133932358316,ChIJR_UkOs78YjkRrGqRe_JeCkU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Shree ladies Telar 114/gali no.10 mayur Nagar musakhedi indore,"10mayur nagar, Musakhedi, Indore, Madhya Pradesh 452001",10mayur nagar,Musakhedi,Sewing shop,091655 52505,"091655 52505, +91 91655 52505",YES,,,,https://www.google.com/maps?cid=13938706953868059337,22.693061399999998,75.9047484,,,"Wednesday:[10 am–9:30 pm], Thursday:[10 am–8:30 pm], Friday:[1:30–2:30 am], Saturday:[10 am–9:30 pm], Sunday:[10 am–9:30 pm], Monday:[10 am–9:30 pm], Tuesday:[10 am–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWGOi98xHUR3aB5T2GhzrF9UUEgOyP8ypVlgQZPgzKw0rEvn5_Bnq33hUX7j-Tfm6SqFmhsSHzVOhVgmgAtGvauyh0NeSdwJAxq5Zn9BpdOyni96H2wvSnpHDJPPBdRL3J_olZeUid6SPm=w80-h106-k-no,13938706953868059337,ChIJA6WZMQjjYjkRyaKSxR88cME,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Panchhi by Abha,"M101, Race Course Rd, New Palasia, Indore, Madhya Pradesh 452001",M101,Race Course Rd,Designer Clothing Store,093034 72298,"093034 72298, +91 93034 72298",YES,511,4.8,https://search.google.com/local/reviews?placeid=ChIJG7hC_wr9YjkRLHy8wrQ6Wpg&q=boutiques+in+musakhedi++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10978151589704662060,22.727322299999997,75.8836865,,,"Wednesday:[12–8:30 pm], Thursday:[12–8:30 pm], Friday:[12–8:30 pm], Saturday:[12–8:30 pm], Sunday:[2–8:30 pm], Monday:[12–8:30 pm], Tuesday:[12–8:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmQU7uy_U00EAsMk5LB-jQ5RusGuIwwHUDy-VkZ8oU7aECPZ4OegYqz-8k60HQWkjtHF1sWLJjgvMYSRLn1FctFpEfhQMsCV-I71bGxv40fbsCPf8jttrURY4e5oYilwMmm17T=w80-h106-k-no,10978151589704662060,ChIJG7hC_wr9YjkRLHy8wrQ6Wpg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Anusha J Couture,"105, Princes Business Skypark, Agra Bombay Road, LIG Colony, Indore, Madhya Pradesh 452010",105,Princes Business Skypark,"Boutique,Clothing store,Designer Clothing Store,Fashion designer,Formal Clothing Store,Plus Size Clothing Store,Western apparel store",098269 63500,"098269 63500, +91 98269 63500",YES,60,4.5,https://search.google.com/local/reviews?placeid=ChIJEZRiXG39YjkRncBMPXMOfXU&q=boutiques+in+musakhedi++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8465938762638868637,22.7457292,75.8928428,,,"Wednesday:[11 am–8 pm], Thursday:[11 am–8 pm], Friday:[11 am–8 pm], Saturday:[11 am–8 pm], Sunday:[Closed], Monday:[11 am–8 pm], Tuesday:[11 am–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZhhMlHjpJzqnlUVwzKQ-m4d-0ldqEL8doFK12egT56mME__aNNlgICiolgjtPSAZs15g4UPvpYVmRgyvSPiJaNF-SeuVqwG2rYR155laxo10tCZZmLwNc6kqdCHTzj0hesYQIeA=w138-h92-k-no,8465938762638868637,ChIJEZRiXG39YjkRncBMPXMOfXU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
